timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
8700,0.22,0.98,-0.17,-0.12,1.53,-0.98
8720,0.22,0.98,-0.17,-0.31,1.89,-2.38
8740,0.22,0.98,-0.17,-0.31,2.20,-3.17
8760,0.21,0.98,-0.17,-0.43,2.44,-3.85
8780,0.20,0.99,-0.16,-0.61,1.22,-2.75
8800,0.20,0.99,-0.16,-0.55,0.61,-1.83
8820,0.20,0.98,-0.17,-0.73,-0.12,-0.92
8840,0.20,0.98,-0.17,-2.81,-1.46,0.43
8860,0.19,1.00,-0.15,-3.48,-1.77,1.65
8880,0.18,1.00,-0.16,-4.03,-2.75,3.17
8900,0.20,1.00,-0.16,-6.10,-4.76,6.53
8920,0.22,0.99,-0.16,-6.47,-6.77,9.09
8940,0.21,1.01,-0.16,-7.63,-6.71,10.68
8960,0.21,1.02,-0.15,-8.73,-8.54,13.61
8980,0.24,1.00,-0.16,-9.40,-8.85,16.24
9000,0.25,0.98,-0.17,-9.77,-7.87,15.32
9020,0.26,0.98,-0.16,-9.83,-7.81,14.22
9040,0.26,1.00,-0.15,-8.67,-7.02,13.37
9060,0.25,1.02,-0.15,-8.00,-6.53,14.71
9080,0.29,1.00,-0.12,-7.14,-7.26,16.85
9100,0.30,0.94,-0.14,-6.59,-5.37,17.76
9120,0.32,0.89,-0.10,-6.53,-4.39,14.83
9140,0.33,0.87,-0.07,-4.70,-2.93,10.25
9160,0.33,0.86,-0.06,-0.24,-0.43,2.20
9180,0.30,0.96,-0.12,1.34,1.16,-2.44
9200,0.27,1.02,-0.14,0.79,0.49,-2.32
9220,0.26,1.07,-0.19,-3.30,-1.16,3.66
9240,0.29,1.00,-0.17,-7.14,-2.38,7.75
9260,0.31,0.95,-0.14,-9.70,-3.48,8.85
9280,0.31,0.93,-0.10,-11.47,-3.72,6.96
9300,0.30,1.00,-0.10,-10.86,-3.72,7.32
9320,0.31,1.00,-0.10,-10.74,-4.03,9.77
9340,0.32,0.98,-0.10,-10.07,-3.66,12.15
9360,0.32,0.97,-0.10,-10.50,-3.42,11.54
