timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
7140,0.27,0.63,-0.20,16.11,44.43,-102.17
7160,0.13,1.23,-0.32,12.70,52.49,-108.70
7180,0.27,1.54,-0.39,4.52,42.54,-98.33
7200,-0.12,1.65,-0.09,8.67,25.02,-66.47
7220,0.01,1.22,-0.01,12.88,6.53,-29.91
7240,0.17,1.00,-0.16,2.81,9.64,-8.97
7260,0.22,1.00,-0.09,-3.05,3.60,-6.41
7280,0.21,1.00,-0.10,2.56,8.24,-6.35
7300,0.18,1.01,-0.09,8.48,5.74,-7.14
7320,0.17,1.00,-0.13,9.89,2.38,-4.03
7340,0.19,0.99,-0.14,8.00,-0.06,-2.93
7360,0.20,0.98,-0.16,7.26,0.92,-1.89
7380,0.20,0.98,-0.15,4.52,-0.06,-2.56
7400,0.20,0.99,-0.15,2.50,-1.16,-3.54
7420,0.20,0.99,-0.15,2.08,-1.34,-3.85
7440,0.20,0.98,-0.16,2.01,-0.43,-4.94
7460,0.19,0.99,-0.15,1.53,0.49,-5.31
7480,0.19,0.99,-0.15,1.10,1.16,-5.13
7500,0.19,0.99,-0.15,0.67,1.28,-4.39
7520,0.18,1.00,-0.15,-0.31,1.59,-3.30
7540,0.18,0.99,-0.15,-0.49,1.34,-1.83
7560,0.18,0.99,-0.15,-1.10,1.59,-1.16
7580,0.19,0.99,-0.15,-0.67,2.08,-0.24
7600,0.19,0.99,-0.15,-0.49,3.23,0.06
7620,0.19,0.98,-0.16,-0.79,3.97,-0.12
7640,0.18,0.99,-0.15,-2.20,4.21,0.85
7660,0.15,1.00,-0.14,-2.81,3.72,2.14
7680,0.16,1.00,-0.15,-3.17,1.95,4.82
7700,0.11,1.03,-0.13,-5.80,-2.75,12.15
7720,0.18,1.02,-0.15,-7.93,-4.52,16.66
7740,0.17,1.04,-0.15,-12.39,-5.92,21.67
7760,0.16,1.09,-0.12,-11.47,-9.77,32.90
7780,0.16,1.22,-0.12,-6.77,-15.69,43.76
7800,0.20,1.28,-0.22,-3.23,-18.62,56.21
7820,0.32,1.21,-0.18,-7.26,-12.21,70.25
7840,0.24,1.13,-0.34,-19.41,-16.48,79.90
7860,0.28,0.98,-0.25,-31.68,-19.59,82.46
7880,0.33,0.86,-0.15,-37.84,-23.13,64.09
7900,0.41,0.75,-0.00,-40.83,-22.28,69.27
7920,0.42,0.85,0.02,-38.70,-20.51,63.05
7940,0.45,0.90,0.05,-33.87,-17.76,61.77
7960,0.51,0.81,0.04,-26.79,-13.06,60.12
7980,0.54,0.71,-0.02,-28.38,-7.14,52.98
8000,0.58,0.64,0.06,-26.12,-7.81,42.54
8020,0.60,0.60,0.08,-19.59,-5.80,26.55
8040,0.60,0.61,0.07,-14.65,-4.39,14.83
8060,0.62,0.64,0.08,-10.19,-3.54,5.00
8080,0.69,0.44,0.20,-0.31,1.28,-15.08
8100,0.66,0.50,0.22,8.85,9.70,-37.78
8120,0.67,0.41,0.08,20.08,15.56,-58.23
8140,0.48,0.67,-0.18,27.22,16.11,-83.44
8160,0.43,0.91,-0.04,23.80,4.64,-88.38
8180,0.37,1.01,0.01,18.68,-0.92,-87.40
8200,0.29,1.10,0.06,28.08,1.28,-83.92
8220,0.41,0.48,0.20,32.04,22.46,-92.90
8240,0.26,0.69,-0.03,34.12,42.11,-114.44
8260,0.05,1.64,-0.22,33.81,43.46,-107.73
8280,-0.22,1.56,-0.34,44.80,53.47,-64.70
8300,0.09,1.26,0.03,18.74,1.95,-15.32
8320,0.33,0.88,-0.19,12.88,11.47,-0.85
8340,0.17,1.01,-0.14,-0.67,18.43,-16.60
8360,0.15,1.05,-0.05,-0.43,10.74,-14.77
8380,0.20,1.00,-0.11,4.46,6.90,-10.44
8400,0.17,1.00,-0.13,8.48,2.93,-10.86
8420,0.17,1.00,-0.13,7.75,-0.18,-8.85
8440,0.18,0.99,-0.15,5.92,-0.85,-5.68
8460,0.19,0.99,-0.15,3.23,-0.43,-2.62
8480,0.20,0.98,-0.15,1.71,-0.37,-2.32
8500,0.19,0.99,-0.14,1.28,-1.16,-2.75
8520,0.19,0.99,-0.15,1.59,-0.06,-2.32
8540,0.19,0.99,-0.15,1.40,0.73,-2.56
8560,0.19,0.99,-0.15,0.61,0.79,-2.99
8580,0.19,0.99,-0.13,0.06,0.43,-3.54
8600,0.18,0.99,-0.15,-0.37,0.37,-3.36
8620,0.18,0.99,-0.15,-0.31,0.24,-2.75
8640,0.18,0.99,-0.14,0.31,0.06,-1.40
8660,0.18,1.00,-0.14,0.43,0.49,-0.67
8680,0.19,0.99,-0.15,0.85,0.43,0.18
