timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
7500,0.60,-0.11,0.33,30.82,-25.63,29.54
7520,0.76,-0.14,0.34,36.74,-11.35,7.26
7540,0.86,-0.07,0.35,44.98,6.96,-27.28
7560,0.85,-0.02,0.23,56.70,26.86,-90.76
7580,0.42,0.20,-0.08,37.96,59.14,-119.32
7600,-0.09,1.29,0.04,63.05,50.78,-153.44
7620,0.57,0.92,0.28,86.30,14.71,-145.94
7640,-0.05,1.68,-0.34,77.27,35.10,-148.74
7660,0.06,1.50,-0.30,50.17,7.02,-92.22
7680,0.36,0.66,0.04,23.13,45.84,-80.69
7700,1.18,0.90,-0.11,40.83,97.35,-109.74
7720,-1.23,2.27,-0.13,71.23,190.43,-148.56
7740,-0.16,1.64,-0.15,21.36,-23.07,53.28
7760,0.48,0.64,-0.55,30.27,31.92,44.68
7780,0.28,0.92,-0.22,10.80,21.48,9.09
7800,0.20,1.03,-0.09,7.39,6.77,1.95
7820,0.25,0.96,-0.18,5.07,5.43,0.37
7840,0.25,0.99,-0.15,3.91,1.28,-3.23
7860,0.24,0.98,-0.16,2.50,1.95,-2.26
7880,0.24,0.97,-0.18,-1.53,1.77,-2.99
7900,0.23,0.98,-0.17,-5.80,0.37,-3.97
7920,0.23,0.99,-0.13,-6.65,-1.83,-3.36
7940,0.21,1.00,-0.14,-9.89,-3.36,0.00
7960,0.19,1.02,-0.13,-12.88,-4.76,2.87
7980,0.13,1.08,-0.14,-15.75,-7.08,8.36
8000,0.10,1.32,-0.14,-30.82,-25.21,32.84
8020,0.24,1.42,-0.20,-34.61,-36.74,47.30
8040,0.20,1.54,-0.43,-31.68,-30.15,64.58
8060,0.05,1.56,-0.47,-48.10,-37.17,103.33
8080,0.09,1.23,-0.25,-57.86,-44.19,123.54
8100,0.19,1.00,-0.13,-76.66,-40.95,133.12
8120,0.39,0.71,0.02,-77.09,-30.03,140.01
8140,0.52,0.76,0.21,-58.23,-18.86,129.58
8160,0.71,0.51,0.23,-38.02,-24.54,121.89
8180,0.63,0.30,0.12,-33.14,-44.62,82.95
8200,0.66,0.22,0.19,-26.31,-29.60,68.42
8220,0.70,0.19,0.29,-18.92,-31.07,49.01
8240,0.76,0.11,0.41,1.10,-18.07,17.70
